Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,PCT_SE_A12002_002,PCT_SE_A12002_003,PCT_SE_A12002_004,PCT_SE_A12002_005,PCT_SE_A12002_006,PCT_SE_A12002_007,PCT_SE_A12002_008
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.10",,,,3119,255,722,1240,694,157,32,19,8.18,23.15,39.76,22.25,5.03,1.03,0.61
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.22",,,,3132,504,481,944,659,357,61,126,16.09,15.36,30.14,21.04,11.4,1.95,4.02
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.20",,,,2560,595,482,742,525,163,33,20,23.24,18.83,28.98,20.51,6.37,1.29,0.78
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.21",,,,2682,694,444,814,473,178,23,56,25.88,16.55,30.35,17.64,6.64,0.86,2.09
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.22",,,,2090,295,708,835,211,29,12,0,14.11,33.88,39.95,10.1,1.39,0.57,0
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1013",,,,3220,230,890,960,691,314,102,33,7.14,27.64,29.81,21.46,9.75,3.17,1.02
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1014",,,,2470,279,557,944,464,159,40,27,11.3,22.55,38.22,18.79,6.44,1.62,1.09
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.03",,,,1298,77,361,483,286,78,4,9,5.93,27.81,37.21,22.03,6.01,0.31,0.69
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.04",,,,2789,202,358,1056,693,241,191,48,7.24,12.84,37.86,24.85,8.64,6.85,1.72
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.05",,,,1184,271,315,332,217,34,15,0,22.89,26.6,28.04,18.33,2.87,1.27,0
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.07",,,,2894,491,584,787,674,243,79,36,16.97,20.18,27.19,23.29,8.4,2.73,1.24
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.01",,,,2096,138,563,628,494,217,30,26,6.58,26.86,29.96,23.57,10.35,1.43,1.24
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.02",,,,3622,623,995,1234,491,212,13,54,17.2,27.47,34.07,13.56,5.85,0.36,1.49
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.01",,,,3290,721,1145,563,579,157,72,53,21.91,34.8,17.11,17.6,4.77,2.19,1.61
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.02",,,,1638,175,355,727,172,146,18,45,10.68,21.67,44.38,10.5,8.91,1.1,2.75
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1033",,,,2614,136,494,1009,647,167,132,29,5.2,18.9,38.6,24.75,6.39,5.05,1.11
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.01",,,,1886,144,313,513,711,45,104,56,7.64,16.6,27.2,37.7,2.39,5.51,2.97
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.02",,,,2975,247,448,1133,851,200,81,15,8.3,15.06,38.08,28.61,6.72,2.72,0.5
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.03",,,,3045,941,511,1080,361,119,9,24,30.9,16.78,35.47,11.86,3.91,0.3,0.79
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.05",,,,3557,1330,750,807,373,198,80,19,37.39,21.09,22.69,10.49,5.57,2.25,0.53
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.08",,,,3160,1192,903,681,299,80,5,0,37.72,28.58,21.55,9.46,2.53,0.16,0
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.24",,,,2955,442,644,971,604,239,55,0,14.96,21.79,32.86,20.44,8.09,1.86,0
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.01",,,,2947,1239,897,546,187,49,29,0,42.04,30.44,18.53,6.35,1.66,0.98,0
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.03",,,,3241,1293,1050,510,342,38,0,8,39.9,32.4,15.74,10.55,1.17,0,0.25
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.04",,,,2428,811,804,437,314,39,5,18,33.4,33.11,18,12.93,1.61,0.21,0.74
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.10",,,,3150,1373,961,547,229,36,4,0,43.59,30.51,17.37,7.27,1.14,0.13,0
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.21",,,,1967,1020,516,364,38,29,0,0,51.86,26.23,18.51,1.93,1.47,0,0
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.22",,,,1225,573,346,135,110,42,19,0,46.78,28.24,11.02,8.98,3.43,1.55,0
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.01",,,,1835,775,472,437,123,23,5,0,42.23,25.72,23.81,6.7,1.25,0.27,0
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.03",,,,1680,773,399,363,133,12,0,0,46.01,23.75,21.61,7.92,0.71,0,0
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.04",,,,2112,1025,452,469,142,24,0,0,48.53,21.4,22.21,6.72,1.14,0,0
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1045",,,,2025,954,515,371,180,5,0,0,47.11,25.43,18.32,8.89,0.25,0,0
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.10",,,,2015,938,549,452,47,24,0,5,46.55,27.25,22.43,2.33,1.19,0,0.25
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.20",,,,2296,1235,589,270,184,18,0,0,53.79,25.65,11.76,8.01,0.78,0,0
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.01",,,,2102,1121,466,287,213,8,7,0,53.33,22.17,13.65,10.13,0.38,0.33,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.03",,,,1352,613,363,262,110,0,4,0,45.34,26.85,19.38,8.14,0,0.3,0
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.04",,,,2595,1017,639,561,280,75,11,12,39.19,24.62,21.62,10.79,2.89,0.42,0.46
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.21",,,,2352,1188,632,376,128,25,3,0,50.51,26.87,15.99,5.44,1.06,0.13,0
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.22",,,,1572,799,422,238,69,38,6,0,50.83,26.84,15.14,4.39,2.42,0.38,0
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.23",,,,1852,813,368,348,292,31,0,0,43.9,19.87,18.79,15.77,1.67,0,0
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.24",,,,1692,762,434,404,82,0,0,10,45.04,25.65,23.88,4.85,0,0,0.59
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.10",,,,2374,425,584,689,392,226,30,28,17.9,24.6,29.02,16.51,9.52,1.26,1.18
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.20",,,,3390,872,622,816,666,267,105,42,25.72,18.35,24.07,19.65,7.88,3.1,1.24
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.11",,,,3496,757,773,987,703,214,26,36,21.65,22.11,28.23,20.11,6.12,0.74,1.03
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.12",,,,3715,568,1112,1125,594,195,44,77,15.29,29.93,30.28,15.99,5.25,1.18,2.07
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.13",,,,2675,676,808,697,372,88,26,8,25.27,30.21,26.06,13.91,3.29,0.97,0.3
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.14",,,,4057,1332,997,1093,593,42,0,0,32.83,24.57,26.94,14.62,1.04,0,0
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.03",,,,2389,1069,501,441,327,26,0,25,44.75,20.97,18.46,13.69,1.09,0,1.05
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.05",,,,2976,896,764,734,530,43,9,0,30.11,25.67,24.66,17.81,1.44,0.3,0
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.06",,,,4661,1517,1220,1014,668,217,15,10,32.55,26.17,21.75,14.33,4.66,0.32,0.21
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.07",,,,1465,645,383,253,160,12,7,5,44.03,26.14,17.27,10.92,0.82,0.48,0.34
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.08",,,,1929,482,742,506,161,38,0,0,24.99,38.47,26.23,8.35,1.97,0,0
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.10",,,,3875,803,829,1022,882,129,195,15,20.72,21.39,26.37,22.76,3.33,5.03,0.39
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.20",,,,3736,1082,1128,966,436,109,15,0,28.96,30.19,25.86,11.67,2.92,0.4,0
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.03",,,,2559,155,593,760,705,247,33,66,6.06,23.17,29.7,27.55,9.65,1.29,2.58
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.04",,,,2803,1092,515,713,420,63,0,0,38.96,18.37,25.44,14.98,2.25,0,0
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.41",,,,1659,78,251,547,505,172,57,49,4.7,15.13,32.97,30.44,10.37,3.44,2.95
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.42",,,,2454,182,305,839,711,303,79,35,7.42,12.43,34.19,28.97,12.35,3.22,1.43
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.43",,,,3236,227,497,795,1083,438,86,110,7.01,15.36,24.57,33.47,13.54,2.66,3.4
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.45",,,,2640,222,599,722,582,361,51,103,8.41,22.69,27.35,22.05,13.67,1.93,3.9
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.46",,,,2295,215,487,739,553,188,72,41,9.37,21.22,32.2,24.1,8.19,3.14,1.79
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.48",,,,2798,1180,733,629,223,22,11,0,42.17,26.2,22.48,7.97,0.79,0.39,0
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.49",,,,1814,664,476,329,248,75,17,5,36.6,26.24,18.14,13.67,4.13,0.94,0.28
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.10",,,,2252,764,679,497,274,28,10,0,33.93,30.15,22.07,12.17,1.24,0.44,0
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.20",,,,2720,735,788,790,217,166,12,12,27.02,28.97,29.04,7.98,6.1,0.44,0.44
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.01",,,,1777,94,312,508,563,184,98,18,5.29,17.56,28.59,31.68,10.35,5.51,1.01
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.02",,,,2636,128,308,618,1087,265,167,63,4.86,11.68,23.44,41.24,10.05,6.34,2.39
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.03",,,,2185,121,256,574,475,430,196,133,5.54,11.72,26.27,21.74,19.68,8.97,6.09
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.04",,,,1111,12,147,243,433,203,32,41,1.08,13.23,21.87,38.97,18.27,2.88,3.69
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.02",,,,6449,355,792,1513,2018,930,469,372,5.5,12.28,23.46,31.29,14.42,7.27,5.77
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.03",,,,2394,122,295,519,846,396,148,68,5.1,12.32,21.68,35.34,16.54,6.18,2.84
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.04",,,,1259,66,77,184,547,298,58,29,5.24,6.12,14.61,43.45,23.67,4.61,2.3
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1091",,,,2215,776,649,418,309,42,21,0,35.03,29.3,18.87,13.95,1.9,0.95,0
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1092",,,,2288,270,540,583,659,184,12,40,11.8,23.6,25.48,28.8,8.04,0.52,1.75
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1093",,,,2049,254,567,648,398,132,39,11,12.4,27.67,31.63,19.42,6.44,1.9,0.54
"06037109400","Census Tract 1094, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1094",,,,3232,658,809,801,748,165,51,0,20.36,25.03,24.78,23.14,5.11,1.58,0
"06037109500","Census Tract 1095, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1095",,,,2570,736,693,830,181,69,61,0,28.64,26.96,32.3,7.04,2.68,2.37,0
"06037109601","Census Tract 1096.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.01",,,,3508,728,842,1344,453,95,36,10,20.75,24,38.31,12.91,2.71,1.03,0.29
"06037109603","Census Tract 1096.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.03",,,,2554,333,876,832,309,140,54,10,13.04,34.3,32.58,12.1,5.48,2.11,0.39
"06037109604","Census Tract 1096.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.04",,,,2115,378,562,672,366,137,0,0,17.87,26.57,31.77,17.3,6.48,0,0
"06037109700","Census Tract 1097, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1097",,,,3041,438,636,898,843,178,35,13,14.4,20.91,29.53,27.72,5.85,1.15,0.43
"06037109800","Census Tract 1098, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1098",,,,3447,686,948,1025,527,76,109,76,19.9,27.5,29.74,15.29,2.2,3.16,2.2
"06037111100","Census Tract 1111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1111",,,,2177,262,528,721,523,115,16,12,12.03,24.25,33.12,24.02,5.28,0.73,0.55
"06037111201","Census Tract 1112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.01",,,,2272,230,338,718,605,277,42,62,10.12,14.88,31.6,26.63,12.19,1.85,2.73
"06037111202","Census Tract 1112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.02",,,,4320,512,990,1325,1006,446,15,26,11.85,22.92,30.67,23.29,10.32,0.35,0.6
"06037111204","Census Tract 1112.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.04",,,,4216,290,626,975,1461,524,280,60,6.88,14.85,23.13,34.65,12.43,6.64,1.42
"06037111205","Census Tract 1112.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.05",,,,2601,117,278,1076,796,223,64,47,4.5,10.69,41.37,30.6,8.57,2.46,1.81
"06037111206","Census Tract 1112.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.06",,,,3233,131,519,1059,876,494,116,38,4.05,16.05,32.76,27.1,15.28,3.59,1.18
"06037111302","Census Tract 1113.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.02",,,,3584,263,653,1007,1190,304,83,84,7.34,18.22,28.1,33.2,8.48,2.32,2.34
"06037111303","Census Tract 1113.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.03",,,,3164,454,580,992,668,246,137,87,14.35,18.33,31.35,21.11,7.77,4.33,2.75
"06037111304","Census Tract 1113.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.04",,,,2442,16,609,1056,578,156,0,27,0.66,24.94,43.24,23.67,6.39,0,1.11
"06037111401","Census Tract 1114.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.01",,,,1640,131,329,500,462,186,17,15,7.99,20.06,30.49,28.17,11.34,1.04,0.91
"06037111402","Census Tract 1114.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.02",,,,4661,1041,1310,1255,904,124,27,0,22.33,28.11,26.93,19.39,2.66,0.58,0
"06037113101","Census Tract 1131.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.01",,,,2660,293,343,757,734,322,161,50,11.02,12.89,28.46,27.59,12.11,6.05,1.88
"06037113102","Census Tract 1131.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.02",,,,2056,146,366,530,565,296,47,106,7.1,17.8,25.78,27.48,14.4,2.29,5.16
"06037113211","Census Tract 1132.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.11",,,,3230,117,524,1001,1133,320,103,32,3.62,16.22,30.99,35.08,9.91,3.19,0.99
"06037113212","Census Tract 1132.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.12",,,,2083,300,478,576,492,187,42,8,14.4,22.95,27.65,23.62,8.98,2.02,0.38
"06037113213","Census Tract 1132.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.13",,,,3670,188,726,1149,991,329,220,67,5.12,19.78,31.31,27,8.96,5.99,1.83
"06037113231","Census Tract 1132.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.31",,,,1699,120,226,433,546,246,78,50,7.06,13.3,25.49,32.14,14.48,4.59,2.94
